Mod:Item:MetaData, Localized Name
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, Raw Inversion Pillar
bloodmagic:inversion_pillar:1, Corrosive Inversion Pillar
bloodmagic:inversion_pillar:2, Destructive Inversion Pillar
bloodmagic:inversion_pillar:3, Vengeful Inversion Pillar
bloodmagic:inversion_pillar:4, Steadfast Inversion Pillar
bloodmagic:inversion_pillar_end:0, Raw Inversion Pillar Base
bloodmagic:inversion_pillar_end:1, Raw Inversion Pillar Cap
bloodmagic:inversion_pillar_end:2, Corrosive Inversion Pillar Base
bloodmagic:inversion_pillar_end:3, Corrosive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:4, Destructive Inversion Pillar Base
bloodmagic:inversion_pillar_end:5, Destructive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:6, Vengeful Inversion Pillar Base
bloodmagic:inversion_pillar_end:7, Vengeful Inversion Pillar Cap
bloodmagic:inversion_pillar_end:8, Steadfast Inversion Pillar Base
bloodmagic:inversion_pillar_end:9, Steadfast Inversion Pillar Cap
bloodmagic:blood_orb:0, Weak Blood Orb
bloodmagic:blood_orb:0, Apprentice Blood Orb
bloodmagic:blood_orb:0, Magician Blood Orb
bloodmagic:blood_orb:0, Master Blood Orb
bloodmagic:blood_orb:0, Archmage Blood Orb
bloodmagic:activation_crystal:0, Weak Activation Crystal
bloodmagic:activation_crystal:1, Awakened Activation Crystal
bloodmagic:activation_crystal:2, Creative Activation Crystal
bloodmagic:slate:0, Blank Slate
bloodmagic:slate:1, Reinforced Slate
bloodmagic:slate:2, Imbued Slate
bloodmagic:slate:3, Demonic Slate
bloodmagic:slate:4, Ethereal Slate
bloodmagic:inscription_tool:1, Elemental Inscription Tool: Water
bloodmagic:inscription_tool:2, Elemental Inscription Tool: Fire
bloodmagic:inscription_tool:3, Elemental Inscription Tool: Earth
bloodmagic:inscription_tool:4, Elemental Inscription Tool: Air
bloodmagic:inscription_tool:5, Elemental Inscription Tool: Dusk
bloodmagic:sacrificial_dagger:0, Sacrificial Dagger
bloodmagic:sacrificial_dagger:1, Creative Sacrificial Dagger
bloodmagic:pack_sacrifice, Coat of Arms
bloodmagic:pack_self_sacrifice, Blood Letter's Pack
bloodmagic:dagger_of_sacrifice, Dagger of Sacrifice
bloodmagic:ritual_diviner:0, Ritual Diviner
bloodmagic:ritual_diviner:1, Ritual Diviner [Dusk]
bloodmagic:ritual_diviner:2, Ritual Diviner [Dawn]
bloodmagic:ritual_dismantler, Ritual Dismantler
bloodmagic:ritual_reader, Ritual Tinkerer
bloodmagic:lava_crystal, Lava Crystal
bloodmagic:bound_sword, Bound Blade
bloodmagic:bound_pickaxe, Bound Pickaxe
bloodmagic:bound_axe, Bound Axe
bloodmagic:bound_shovel, Bound Shovel
bloodmagic:sigil_divination, Divination Sigil
bloodmagic:sigil_air, Air Sigil
bloodmagic:sigil_water, Water Sigil
bloodmagic:sigil_lava, Lava Sigil
bloodmagic:sigil_void, Void Sigil
bloodmagic:sigil_green_grove, Sigil of the Green Grove
bloodmagic:sigil_blood_light, Sigil of the Blood Lamp
bloodmagic:sigil_elemental_affinity, Sigil of Elemental Affinity
bloodmagic:sigil_magnetism, Sigil of Magnetism
bloodmagic:sigil_suppression, Sigil of Suppression
bloodmagic:sigil_haste, Sigil of Haste
bloodmagic:sigil_fast_miner, Sigil of the Fast Miner
bloodmagic:sigil_seer, Seer's Sigil
bloodmagic:sigil_phantom_bridge, Sigil of the Phantom Bridge
bloodmagic:sigil_whirlwind, Sigil of the Whirlwind
bloodmagic:sigil_compression, Sigil of Compression
bloodmagic:sigil_ender_severance, Sigil of Ender Severance
bloodmagic:sigil_holding, Sigil of Holding
bloodmagic:sigil_teleposition, Teleposition Sigil
bloodmagic:sigil_transposition, Transposition Sigil
bloodmagic:sigil_claw, Sigil of the Claw
bloodmagic:sigil_bounce, Sigil of Elasticity
bloodmagic:sigil_frost, Sigil of Winter's Breath
bloodmagic:component:0, Water Reagent
bloodmagic:component:1, Lava Reagent
bloodmagic:component:2, Air Reagent
bloodmagic:component:3, Mining Reagent
bloodmagic:component:4, Void Reagent
bloodmagic:component:5, Growth Reagent
bloodmagic:component:6, Elemental Affinity Reagent
bloodmagic:component:7, Sight Reagent
bloodmagic:component:8, Binding Reagent
bloodmagic:component:9, Suppression Reagent
bloodmagic:component:10, Frame Parts
bloodmagic:component:11, Blood Lamp Reagent
bloodmagic:component:12, Magnetism Reagent
bloodmagic:component:13, Haste Reagent
bloodmagic:component:14, Compression Reagent
bloodmagic:component:15, Phantom Bridge Reagent
bloodmagic:component:16, Severance Reagent
bloodmagic:component:17, Teleposition Reagent
bloodmagic:component:18, Transposition Reagent
bloodmagic:component:19, Iron Sand
bloodmagic:component:20, Gold Sand
bloodmagic:component:21, Coal Sand
bloodmagic:component:22, Plant Oil
bloodmagic:component:23, Sulfur
bloodmagic:component:24, Saltpeter
bloodmagic:component:25, Neuro Toxin
bloodmagic:component:26, Antiseptic
bloodmagic:component:27, Holding Reagent
bloodmagic:component:28, Simple Lengthening Catalyst
bloodmagic:component:29, Simple Power Catalyst
bloodmagic:component:30, Claw Reagent
bloodmagic:component:31, Elasticity Reagent
bloodmagic:component:32, Frost Reagent
bloodmagic:item_demon_crystal:0, Demon Will Crystal
bloodmagic:item_demon_crystal:1, Corrosive Will Crystal
bloodmagic:item_demon_crystal:2, Destructive Will Crystal
bloodmagic:item_demon_crystal:3, Vengeful Will Crystal
bloodmagic:item_demon_crystal:4, Steadfast Will Crystal
bloodmagic:teleposition_focus:0, Teleposition Focus
bloodmagic:teleposition_focus:1, Enhanced Teleposition Focus
bloodmagic:teleposition_focus:2, Reinforced Teleposition Focus
bloodmagic:teleposition_focus:3, Demonic Teleposition Focus
bloodmagic:experience_tome, Tome of Peritia
bloodmagic:blood_shard:0, Weak Blood Shard
bloodmagic:blood_shard:1, Demon Blood Shard
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, Altar Maker
bloodmagic:upgrade_trainer:0, Living Armour Training Bracelet
bloodmagic:arcane_ashes, Arcane Ashes
bloodmagic:monster_soul:0, Demonic Will
bloodmagic:monster_soul:1, Corrosive Demonic Will
bloodmagic:monster_soul:2, Destructive Demonic Will
bloodmagic:monster_soul:3, Vengeful Demonic Will
bloodmagic:monster_soul:4, Steadfast Demonic Will
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_snare:0, Rudimentary Snare
bloodmagic:sentient_sword, Sentient Sword
bloodmagic:sentient_bow, Sentient Bow
bloodmagic:sentient_armour_gem, Sentient Armour Gem
bloodmagic:sentient_axe, Sentient Axe
bloodmagic:sentient_pickaxe, Sentient Pickaxe
bloodmagic:sentient_shovel, Sentient Shovel
bloodmagic:node_router, Node Router
bloodmagic:base_item_filter:0, Precise Item Filter
bloodmagic:base_item_filter:1, NBT Item Filter
bloodmagic:base_item_filter:2, Mod Item Filter
bloodmagic:base_item_filter:3, Ore Dictionary Item Filter
bloodmagic:base_fluid_filter:0, Fluid Filter
bloodmagic:cutting_fluid:0, Basic Cutting Fluid
bloodmagic:cutting_fluid:1, Explosive Powder
bloodmagic:sanguine_book, Inspectoris Scandalum
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, Demon Will Aura Gauge
bloodmagic:potion_flask, Potion Flask
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, Scroll of Icarus
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, Livingwood Slab
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, Livingwood Plank Slab
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, Livingrock Slab
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, Livingrock Brick Slab
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, Dreamwood Slab
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, Dreamwood Plank Slab
botania:quartztypedark:0, Block of Smokey Quartz
botania:quartztypedark:1, Chiseled Smokey Quartz Block
botania:quartztypedark:2, Pillar Smokey Quartz Block
botania:quartzslabdarkhalf:0, Smokey Quartz Slab
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, Block of Mana Quartz
botania:quartztypemana:1, Chiseled Mana Quartz Block
botania:quartztypemana:2, Pillar Mana Quartz Block
botania:quartzslabmanahalf:0, Mana Quartz Slab
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, Block of Blaze Quartz
botania:quartztypeblaze:1, Chiseled Blaze Quartz Block
botania:quartztypeblaze:2, Pillar Blaze Quartz Block
botania:quartzslabblazehalf:0, Blaze Quartz Slab
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, Block of Lavender Quartz
botania:quartztypelavender:1, Chiseled Lavender Quartz Block
botania:quartztypelavender:2, Pillar Lavender Quartz Block
botania:quartzslablavenderhalf:0, Lavender Quartz Slab
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, Block of Redquartz
botania:quartztypered:1, Chiseled Redquartz Block
botania:quartztypered:2, Pillar Redquartz Block
botania:quartzslabredhalf:0, Redquartz Slab
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, Block of Elven Quartz
botania:quartztypeelf:1, Chiseled Elven Quartz Block
botania:quartztypeelf:2, Pillar Elven Quartz Block
botania:quartzslabelfhalf:0, Elven Quartz Slab
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, Block of Sunny Quartz
botania:quartztypesunny:1, Chiseled Sunny Quartz Block
botania:quartztypesunny:2, Pillar Sunny Quartz Block
botania:quartzslabsunnyhalf:0, Sunny Quartz Slab
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, Metamorphic Forest Stone
botania:biomestonea:1, Metamorphic Plains Stone
botania:biomestonea:2, Metamorphic Mountain Stone
botania:biomestonea:3, Metamorphic Fungal Stone
botania:biomestonea:4, Metamorphic Swamp Stone
botania:biomestonea:5, Metamorphic Desert Stone
botania:biomestonea:6, Metamorphic Taiga Stone
botania:biomestonea:7, Metamorphic Mesa Stone
botania:biomestonea:8, Metamorphic Forest Cobblestone
botania:biomestonea:9, Metamorphic Plains Cobblestone
botania:biomestonea:10, Metamorphic Mountain Cobblestone
botania:biomestonea:11, Metamorphic Fungal Cobblestone
botania:biomestonea:12, Metamorphic Swamp Cobblestone
botania:biomestonea:13, Metamorphic Desert Cobblestone
botania:biomestonea:14, Metamorphic Taiga Cobblestone
botania:biomestonea:15, Metamorphic Mesa Cobblestone
botania:biomestoneb:0, Metamorphic Forest Stone Bricks
botania:biomestoneb:1, Metamorphic Plains Stone Bricks
botania:biomestoneb:2, Metamorphic Mountain Stone Bricks
botania:biomestoneb:3, Metamorphic Fungal Stone Bricks
botania:biomestoneb:4, Metamorphic Swamp Stone Bricks
botania:biomestoneb:5, Metamorphic Desert Stone Bricks
botania:biomestoneb:6, Metamorphic Taiga Stone Bricks
botania:biomestoneb:7, Metamorphic Mesa Stone Bricks
botania:biomestoneb:8, Chiseled Metamorphic Forest Stone Brick
botania:biomestoneb:9, Chiseled Metamorphic Plains Stone Brick
botania:biomestoneb:10, Chiseled Metamorphic Mountain Stone Brick
botania:biomestoneb:11, Chiseled Metamorphic Fungal Stone Brick
botania:biomestoneb:12, Chiseled Metamorphic Swamp Stone Brick
botania:biomestoneb:13, Chiseled Metamorphic Desert Stone Brick
botania:biomestoneb:14, Chiseled Metamorphic Taiga Stone Brick
botania:biomestoneb:15, Chiseled Metamorphic Mesa Stone Brick
botania:pavement:0, White Portuguese Pavement
botania:pavement:1, Black Portuguese Pavement
botania:pavement:2, Blue Portuguese Pavement
botania:pavement:3, Red Portuguese Pavement
botania:pavement:4, Yellow Portuguese Pavement
botania:pavement:5, Green Portuguese Pavement
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, Metamorphic Forest Stone Slab
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, Metamorphic Plains Stone Slab
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, Metamorphic Mountain Stone Slab
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, Metamorphic Fungal Stone Slab
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, Metamorphic Swamp Stone Slab
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, Metamorphic Desert Stone Slab
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, Metamorphic Taiga Stone Slab
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
botania:biomestonea7slab:0, Metamorphic Mesa Stone Slab
botania:biomestonea8stairs, tile.biomeStoneA8Stairs.name
botania:biomestonea8slab:0, Metamorphic Forest Cobblestone Slab
botania:biomestonea9stairs, tile.biomeStoneA9Stairs.name
botania:biomestonea9slab:0, Metamorphic Plains Cobblestone Slab
botania:biomestonea10stairs, tile.biomeStoneA10Stairs.name
botania:biomestonea10slab:0, Metamorphic Mountain Cobblestone Slab
botania:biomestonea11stairs, tile.biomeStoneA11Stairs.name
botania:biomestonea11slab:0, Metamorphic Fungal Cobblestone Slab
botania:biomestonea12stairs, tile.biomeStoneA12Stairs.name
botania:biomestonea12slab:0, Metamorphic Swamp Cobblestone Slab
botania:biomestonea13stairs, tile.biomeStoneA13Stairs.name
botania:biomestonea13slab:0, Metamorphic Desert Cobblestone Slab
botania:biomestonea14stairs, tile.biomeStoneA14Stairs.name
botania:biomestonea14slab:0, Metamorphic Taiga Cobblestone Slab
botania:biomestonea15stairs, tile.biomeStoneA15Stairs.name
botania:biomestonea15slab:0, Metamorphic Mesa Cobblestone Slab
botania:biomestoneb0stairs, tile.biomeStoneB0Stairs.name
botania:biomestoneb0slab:0, Metamorphic Forest Stone Brick Slab
botania:biomestoneb1stairs, tile.biomeStoneB1Stairs.name
botania:biomestoneb1slab:0, Metamorphic Plains Stone Brick Slab
botania:biomestoneb2stairs, tile.biomeStoneB2Stairs.name
botania:biomestoneb2slab:0, Metamorphic Mountain Stone Brick Slab
botania:biomestoneb3stairs, tile.biomeStoneB3Stairs.name
botania:biomestoneb3slab:0, Metamorphic Fungal Stone Brick Slab
botania:biomestoneb4stairs, tile.biomeStoneB4Stairs.name
botania:biomestoneb4slab:0, Metamorphic Swamp Stone Brick Slab
botania:biomestoneb5stairs, tile.biomeStoneB5Stairs.name
botania:biomestoneb5slab:0, Metamorphic Desert Stone Brick Slab
botania:biomestoneb6stairs, tile.biomeStoneB6Stairs.name
botania:biomestoneb6slab:0, Metamorphic Taiga Stone Brick Slab
botania:biomestoneb7stairs, tile.biomeStoneB7Stairs.name
botania:biomestoneb7slab:0, Metamorphic Mesa Stone Bricks Slab
botania:biomestonea0wall:0, Metamorphic Forest Cobblestone Wall
botania:biomestonea0wall:1, Metamorphic Plains Cobblestone Wall
botania:biomestonea0wall:2, Metamorphic Mountain Cobblestone Wall
botania:biomestonea0wall:3, Metamorphic Fungal Cobblestone Wall
